,product_name,product_price
1129,100% Cotton Gauze Sleep Dress - Stars Above™,$21.99
1130,Cropped Hooded Sweatshirt - Wild Fable™,$20.00
1131,Short Sleeve Slim Fit Scoop Neck T-Shirt - A New Day™,$4.00 - $4.25
1132,Jockey Generation™ Women's Retro Vibes Ribbed Pajama Shorts,$14.45 - $17.00
1133,Cushioned 4pk No Show Athletic Socks - All in Motion™ 4-10,$12.00
1134,Pucker Square Neck Wide Strap Bralette Bikini Top - Wild Fable™,$18.00
1135,6pk Nightmare Before Christmas Low Cut Socks - Assorted Colors 4-10,$9.00
1136,Hanes Premium Women's Cool & Comfortable Microfiber Bikini Panties 4pk,$16.14 - $18.99
1137,Pucker Textured Ring Detail Monokini One Piece Swimsuit - Shade & Shore™,$42.00
1138,Mommy & Me Matching Family Pajama Set - White,$27.00
1139,Side-Tie Pique Textured Cheeky Bikini Bottom - Shade & Shore™ Dark Green,$18.00
1140,Ribbed Square Neck Bralette Bikini Top - Wild Fable™,$18.00
1141,All Pro Women's 6pk Pack Aqua No Show Cush Athletic Socks - Gray 4-10,$11.99
1142,Easter Bunny Ears Premium Light Up - Spritz™,$5.00
1143,Lace Trim Sleep Cami - Colsie™,$8.00
1144,Cushioned Camo 6pk No Show Athletic Socks - All in Motion™ Assorted Colors 4-10,$14.00
1145,6pk Lettuce Edge Ankle Socks - A New Day™ 4-10,$9.00
1146,Ruched Ponte Mini Skirt - A New Day™ Black,$25.00
1147,French Terry Oversized Lounge Sweatshirt - Colsie™,$25.00
1148,Fruit of the Loom Women's Breathable Lightweight 6pk No Show Tab Athletic Socks 4-10,$10.99
1149,Mid-Waist Extra High Leg Cheeky Bikini Bottom - Wild Fable™,$15.00
1150,Strappy Lace-Up Peplum Tank Top - Wild Fable™,$20.00
1151,3pk Sunflower Liner Socks - A New Day™ Oatmeal Heather/Yellow 4-10,$6.00
1152,20D Sheer Thigh Highs - A New Day™ Black,$10.00
1153,High Leg Cheeky Bikini Bottom - Wild Fable™ Orange Gingham,$18.00
1154,Chicago Bulls NBA Graphic Slim Pants - Black,$16.99 - $24.99
1155,Lace Nursing Bralette - Auden™,$17.00
1156,Cushioned Marl Striped 6pk No Show Athletic Socks - All in Motion™ Assorted Colors 4-10,$14.00
1157,High-Rise Flare Jeans - Universal Thread™,$36.00
1158,2pk Hedgehog & Checkers Cozy Low Cut Socks - Pink 4-10,$7.00
1159,NBA Lakers Oversized Short Sleeve Graphic T-Shirt - White,$15.99
1160,Plus Size Balloon Long Sleeve Blouse - Ava & Viv™,$25.00
1161,2pk Cat Cozy Liner Socks - Gray 4-10,$7.00
1162,Plunge V-Neck Strappy Back Tankini Top - Kona Sol™,$30.00
1163,Drape Front Jacket - Knox Rose™,$40.00
1164,Ruffle Cheeky Bikini Bottom - Shade & Shore™ Purple Floral Print,$18.00
1165,Lace-Up Longline Bikini Top - Wild Fable™ Neon Green,$20.00
1166,Cross Front Cut Out Bodysuit - Wild Fable™,$13.60
1167,Hanes Performance Women's Extended Size Lightweight 6pk Liner Athletic Socks - Black/White 8-12,$13.99
1168,Hanes Premium Women's 6pk Cool Comfort Lightweight Crew Socks - 5-9,$11.99
1169,V-Neck Fuzzy Sweater Tank - A New Day™,$14.30
1170,2pk Harry Potter Cozy Ankle Socks - Red/Blue 4-10,$9.00
1171,Proof Underwear Heavy Absorbency Underwear - Black,$34.99
1172,Mesh Longline Bralette - Auden™,$15.00
1173,The Rolling Stones Short Sleeve Graphic T-Shirt,$11.04
1174,Super-High Rise Mom Taper Jeans - Wild Fable™ Black Wash,$18.70
1175,Lightweight Pebble Patterned 6pk No Show Athletic Socks - All in Motion™ - White/Heather Gray 4-10,$14.00
1176,High-Rise Midi Jean Shorts - Universal Thread™,$17.60
1177,Cotton Everyday Demi T-Shirt Bra - Auden™,$8.49 - $9.99
1178,Side-Tie Cheeky Bikini Bottom - Shade & Shore™ Multi Tropical Print,$20.00
1179,Cheeky Bikini Bottom - Shade & Shore™ Off-White,$18.00
1180,Satin and Mesh Bralette - Auden™,$12.75
1181,Ribbed Triangle Bikini Top - Wild Fable™ Geo Print,$18.00
1182,Lace and Mesh Bralette - Auden™,$15.00
1183,Floral 3pk Crew Socks - A New Day™ Ivory/Heather Brown 4-10,$5.99
1184,SmileyWorld Smile More Graphic Sweatshirt - Blue,$14.00
1185,Cushioned 6pk Low Cut Athletic Socks - All in Motion™ 4-10,$14.00
1186,"Risque Stickies Reusable Nipple Covers, 2Cover(s)",$14.95
1187,Short Sleeve Button-Front Fitted Polo T-Shirt - Wild Fable™,$12.00
1188,Care Bears Cropped Short Sleeve Graphic T-Shirt - Green,$10.39
1189,4pk Lightweight Random Feed No Show Athletic Socks - All in Motion™ Assorted Grays 4-10,$12.00
1190,Quilted Crew Sweatshirt - All in Motion™,$25.50
1191,Striped Racerback Tankini Top - Kona Sol™ Multi,$24.00 - $30.00
1192,Bishop 3/4 Sleeve Embroidered Top - Knox Rose™,$30.00
1193,High Leg Cheeky Bikini Bottom - Wild Fable™ Blue Marble Print,$15.00
1194,Cut Out One Shoulder Bikini Top - Wild Fable™,$18.00
1195,Hanes Performance Women's Extended Size Lightweight Textured Arch 6pk No Show Athletic Socks 8-12,$13.99
1196,Velour Tank and Shorts Pajama Set - Colsie™,$15.30
1197,Cropped Kick Flare Pull-On Pants - A New Day™,$24.65
1198,ASSETS by SPANX Women's Remarkable Results All-In-One Body Slimmer,$38.00
1199,Fruit of the Loom Women's 10pk Cotton Briefs - Colors May Vary,$15.49
1200,Balloon 3/4 Sleeve Woven Top - Knox Rose™,$30.00
1201,Hanes Premium Women's Back Seam Thigh High,$9.00
1202,Cotton Seamless Brami - Auden™,$12.75
1203,High-Rise Slim Straight Fit Ankle Pull-On Pants - A New Day™ Heather Gray,$21.25 - $25.00
1204,U-Neck Multi-Way Bralette Bikini Top - Wild Fable™ Black & White Check Print,$18.00
1205,Tie-Front Dolman Short Sleeve T-Shirt - Ava & Viv™,$14.40
1206,Super-High Rise Slim Straight Jeans - Wild Fable™ White,$25.00
1207,Pucker Texture Square Neck Bikini Top - Kona Sol™,$23.00
1208,Shades of Beauty Short Sleeve Graphic T-Shirt - Beige,$10.39
